2,0002,消臭／芳香    
3,0003,センサ機器    
4,0004,節水        
5,0005,空気        
1,0001,尿石防止      
6,0006,トイレ備品    
8,0008,浄水        
9,0009,自社商品部品  
10,0010,その他       
11,1000,ﾘﾋﾟｰﾄ商品   
12,1100,尿石防止剤酸  
13,1200,尿石防止剤酵素
14,2000,売切商品      
15,3000,工事関連      
16,9000,その他       
17,9600,開発        
18,9700,手数料       
19,9800,他社部品      
20,9900,FCｼｽﾃﾑ運用品 
7,0007,洗剤        
